City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
291,Jieshi,CN,2022-01-25 10:08:04,22.8134,115.8257,67.95,79,30,15.73
292,Marawi,PH,2022-01-25 10:08:05,7.9986,124.2928,67.64,99,99,2.59
293,Dayong,CN,2022-01-25 10:08:05,25.0209,118.2898,62.89,74,99,4.59
294,Nuuk,GL,2022-01-25 10:08:05,64.1835,-51.7216,14.34,92,100,5.41
295,Lorengau,PG,2022-01-25 10:08:06,-2.0226,147.2712,82.15,79,74,5.39
296,Nha Trang,VN,2022-01-25 10:07:54,12.25,109.1833,78.8,83,69,6.51
297,Port-Cartier,CA,2022-01-25 10:08:06,50.0334,-66.8654,-8.25,98,95,4.74
298,Doha,QA,2022-01-25 10:07:14,25.2867,51.5333,80.58,13,0,2.3
299,Atbasar,KZ,2022-01-25 10:08:07,51.8,68.3333,11.26,88,100,5.93
300,Goundam,ML,2022-01-25 10:08:07,16.4145,-3.6708,74.73,11,39,16.46
301,Novomykolayivka,UA,2022-01-25 10:08:07,47.9781,35.9102,21.45,93,88,9.06
302,Udachnyy,RU,2022-01-25 10:08:08,66.4167,112.4,-16.01,100,97,3.89
303,Fontanafredda,IT,2022-01-25 10:08:08,45.9736,12.5691,45.61,66,13,1.01
304,Evensk,RU,2022-01-25 10:08:08,61.95,159.2333,-14.06,86,37,7.96
305,Pimentel,PE,2022-01-25 10:08:09,-6.8367,-79.9342,69.42,89,100,7.85
306,Buta,CD,2022-01-25 10:08:09,2.7858,24.73,95.88,18,89,4.5
307,Valledupar,CO,2022-01-25 10:08:09,10.4631,-73.2532,71.2,76,89,6.33
308,Sabang,ID,2022-01-25 10:08:10,5.8933,95.3214,81.86,74,63,14.16
309,Osasco,BR,2022-01-25 10:08:10,-23.5325,-46.7917,72.59,87,20,2.3
310,Senador Jose Porfirio,BR,2022-01-25 10:08:11,-2.5908,-51.9542,72.32,95,99,2.82
311,Bandarbeyla,SO,2022-01-25 10:08:11,9.4942,50.8122,78.71,54,0,23.31
312,Antofagasta,CL,2022-01-25 10:06:04,-23.65,-70.4,63.68,82,63,0.56
313,Mersing,MY,2022-01-25 10:08:12,2.4312,103.8405,81.19,70,45,10.8
314,Port Lincoln,AU,2022-01-25 10:08:12,-34.7333,135.8667,71.47,81,17,9.84
315,Eidfjord,NO,2022-01-25 10:08:13,60.4675,7.0719,36.73,92,100,4.83
316,Bacolod,PH,2022-01-25 10:08:13,10.6667,122.95,76.71,93,100,14.83
317,Grand Valley,CA,2022-01-25 10:08:14,43.9001,-80.3164,15.96,96,75,6.26
318,Strezhevoy,RU,2022-01-25 10:08:14,60.7333,77.5889,3.18,96,80,5.99
319,Kavieng,PG,2022-01-25 10:08:14,-2.5744,150.7967,83.28,73,42,6.71
320,Adrar,MR,2022-01-25 10:08:15,20.5022,-10.0711,73.11,14,100,8.16
321,Volodarka,UA,2022-01-25 10:09:15,49.5248,29.9122,18.59,78,81,5.61
322,Biskamzha,RU,2022-01-25 10:09:15,53.4497,89.5272,12.49,95,100,2.91
323,Nizwa,OM,2022-01-25 10:09:16,22.9333,57.5333,77.25,20,3,3.8
324,Basco,PH,2022-01-25 10:09:16,20.4487,121.9702,75.36,79,88,22.46
325,Lompoc,US,2022-01-25 10:06:34,34.6391,-120.4579,56.79,91,100,5.75
326,Burns Lake,CA,2022-01-25 10:09:17,54.2331,-125.7533,24.6,100,100,2.48
327,Omboue,GA,2022-01-25 10:09:17,-1.5746,9.2618,81.46,76,97,5.75
328,Acapulco,MX,2022-01-25 10:06:30,16.8634,-99.8901,71.42,83,75,3.44
329,Boralday,KZ,2022-01-25 10:09:17,43.3578,76.8594,30.06,74,75,6.71
330,Bontang,ID,2022-01-25 10:09:18,0.1333,117.5,81.45,80,72,6.29
331,Portoferraio,IT,2022-01-25 10:09:18,42.8115,10.3146,53.08,55,0,3.87
332,Lavrentiya,RU,2022-01-25 10:09:19,65.5833,-171.0,-11.72,93,100,6.64
333,Boda,CF,2022-01-25 10:09:19,4.3189,17.4695,94.84,11,100,10.63
334,Laguna,US,2022-01-25 10:09:19,38.421,-121.4238,52.02,93,0,0.0
335,Tahta,EG,2022-01-25 10:09:20,26.7693,31.5021,57.25,28,0,9.89
336,Pravia,ES,2022-01-25 10:09:20,43.4906,-6.1508,45.07,81,0,6.91
337,Kaeo,NZ,2022-01-25 10:09:21,-35.1,173.7833,67.32,94,33,3.65
338,Cidreira,BR,2022-01-25 10:09:21,-30.1811,-50.2056,76.55,91,100,11.72
339,Pangai,TO,2022-01-25 10:09:21,-19.8,-174.35,81.25,77,12,13.15
340,Hanko,FI,2022-01-25 10:09:22,59.8333,22.95,34.05,87,53,12.59
341,La Romana,DO,2022-01-25 10:09:22,18.4273,-68.9728,62.33,85,0,4.97
342,Umm Lajj,SA,2022-01-25 10:09:22,25.0213,37.2685,69.84,41,1,14.72
343,Rawlins,US,2022-01-25 10:08:58,41.7911,-107.2387,25.02,89,100,9.22
344,Patrasaer,IN,2022-01-25 10:09:23,23.2167,87.5167,76.95,42,29,4.16
345,Touros,BR,2022-01-25 10:09:23,-5.1989,-35.4608,77.9,71,100,10.38
346,The Valley,AI,2022-01-25 10:09:24,18.217,-63.0578,76.86,65,4,18.05
347,Domanivka,UA,2022-01-25 10:09:24,47.6319,30.9885,23.59,78,100,12.28
348,Paamiut,GL,2022-01-25 10:09:24,61.994,-49.6678,21.94,73,100,13.27
349,Constitucion,CL,2022-01-25 10:09:25,-35.3333,-72.4167,56.95,80,0,4.72
350,Muli,MV,2022-01-25 10:09:25,2.9167,73.5667,81.12,61,61,10.33
351,Inyonga,TZ,2022-01-25 10:09:25,-6.7167,32.0667,65.25,95,100,5.32
352,Culpeper,US,2022-01-25 10:09:26,38.5004,-77.9664,39.87,77,0,1.99
353,Umm Kaddadah,SD,2022-01-25 10:09:26,13.6017,26.6876,78.87,12,18,17.05
354,Hami,CN,2022-01-25 10:09:26,42.8,93.45,29.62,40,100,2.08
355,Hosakote,IN,2022-01-25 10:09:27,14.2769,77.1699,83.84,31,5,2.51
356,Kavaratti,IN,2022-01-25 10:09:27,10.5669,72.642,78.17,57,88,7.76
357,Kulhudhuffushi,MV,2022-01-25 10:09:27,6.6221,73.07,80.85,60,52,9.57
358,Viedma,AR,2022-01-25 10:09:28,-40.8135,-62.9967,65.03,68,0,11.48
359,Galesong,ID,2022-01-25 10:08:06,-5.3166,119.3661,84.22,79,100,8.43
360,Naze,JP,2022-01-25 10:09:28,28.3667,129.4833,57.88,68,71,15.97
361,Port Macquarie,AU,2022-01-25 10:09:29,-31.4333,152.9167,72.9,72,100,3.15
362,Vestmanna,FO,2022-01-25 10:09:29,62.1564,-7.1664,41.92,81,100,10.36
363,Aksu,CN,2022-01-25 10:09:29,41.1231,80.2644,34.54,36,5,2.17
364,Axim,GH,2022-01-25 10:09:30,4.8699,-2.2405,84.47,60,8,5.3
365,Alta Floresta,BR,2022-01-25 10:09:30,-9.8756,-56.0861,68.86,98,98,1.25
366,Belaya Gora,RU,2022-01-25 10:06:00,68.5333,146.4167,-16.49,99,100,3.56
367,Tara,RU,2022-01-25 10:10:31,56.8944,74.371,13.8,95,100,5.97
368,Onguday,RU,2022-01-25 10:10:31,50.75,86.15,5.18,94,30,1.01
369,Labuhan,ID,2022-01-25 10:10:31,-6.8844,112.2051,82.94,82,69,18.52
370,Chauk,MM,2022-01-25 10:10:32,20.8833,94.8167,81.79,39,2,4.47
371,Wanning,CN,2022-01-25 10:10:34,18.8003,110.3967,72.81,88,25,9.28
372,Sao Joao Da Barra,BR,2022-01-25 10:10:35,-21.6403,-41.0511,78.89,86,4,8.28
373,Seoul,KR,2022-01-25 10:10:35,37.5683,126.9778,36.84,97,97,3.91
374,Amapa,BR,2022-01-25 10:10:35,1.0,-52.0,70.99,99,100,1.36
375,Hue,VN,2022-01-25 10:08:31,16.4667,107.6,75.31,88,40,9.22
376,Kencong,ID,2022-01-25 10:10:36,-8.2833,113.3667,82.49,82,98,8.52
377,Garden City,US,2022-01-25 10:07:01,42.3256,-83.331,17.42,83,75,5.75
378,Avera,US,2022-01-25 10:10:37,33.194,-82.5271,48.7,76,100,5.66
379,Sechura,PE,2022-01-25 10:10:37,-5.5569,-80.8222,70.79,85,100,7.0
380,Saint-Louis,SN,2022-01-25 10:10:37,16.3333,-15.0,80.82,9,100,16.62
381,Tual,ID,2022-01-25 10:10:38,-5.6667,132.75,84.0,77,90,9.17
382,Kodiak,US,2022-01-25 10:09:03,57.79,-152.4072,35.11,69,75,10.36
383,Hamilton,US,2022-01-25 10:10:38,39.1834,-84.5333,27.84,78,100,3.0
384,Rawson,AR,2022-01-25 10:10:39,-43.3002,-65.1023,67.89,44,0,10.0
385,Pavino,RU,2022-01-25 10:10:39,59.1139,46.1414,16.12,92,77,10.33
386,Grand-Santi,GF,2022-01-25 10:10:39,4.25,-54.3833,70.97,100,94,1.86
387,Nefteyugansk,RU,2022-01-25 10:10:40,61.0998,72.6035,3.45,99,82,4.0
388,Finschhafen,PG,2022-01-25 10:10:40,-6.6024,147.8681,82.4,84,100,13.18
389,Kasongo,CD,2022-01-25 10:10:41,-4.45,26.6667,73.87,84,100,3.13
390,Sembe,CG,2022-01-25 10:10:41,1.6481,14.5806,96.19,22,97,2.1
391,Praia Da Vitoria,PT,2022-01-25 10:10:42,38.7333,-27.0667,56.75,86,62,5.93
392,Lagos,NG,2022-01-25 10:07:14,6.5833,3.75,92.05,12,7,5.95
393,Sudbury,CA,2022-01-25 10:10:42,46.49,-80.99,-6.95,83,75,6.87
394,Monrovia,LR,2022-01-25 10:10:43,6.3005,-10.7969,78.57,69,99,5.73
395,Bubaque,GW,2022-01-25 10:10:43,11.2833,-15.8333,78.26,45,100,14.38
396,Canutama,BR,2022-01-25 10:10:43,-6.5339,-64.3831,72.32,99,100,1.83
397,Manzanillo,CU,2022-01-25 10:10:43,20.3433,-77.1167,64.26,85,0,7.96
398,Mapiripan,CO,2022-01-25 10:10:44,2.8892,-72.1256,72.63,65,89,4.5
399,Bansi,IN,2022-01-25 10:10:44,27.1833,82.9333,67.95,54,11,8.37
400,Blagodatnoye,RU,2022-01-25 10:10:45,45.3997,42.5867,31.12,88,100,6.46
401,Katangli,RU,2022-01-25 10:10:45,51.7102,143.2326,-4.45,98,8,9.04
402,Sola,VU,2022-01-25 10:10:45,-13.8833,167.55,83.34,75,100,8.25
403,Brezovo,BG,2022-01-25 10:10:46,42.35,25.0833,29.91,34,77,3.96
404,Aswan,EG,2022-01-25 10:10:46,24.0934,32.907,63.45,24,1,14.25
405,Shushenskoye,RU,2022-01-25 10:10:47,53.325,91.9356,-0.72,96,97,1.45
406,Pedasi,PA,2022-01-25 10:10:47,7.5333,-80.0333,72.07,75,47,17.45
407,Payson,US,2022-01-25 10:10:47,40.0444,-111.7321,36.39,81,100,5.75
408,College,US,2022-01-25 10:10:48,64.8569,-147.8028,28.35,79,100,4.61
409,Belyy Yar,RU,2022-01-25 10:11:48,53.6039,91.3903,-0.51,85,100,2.24
410,Nome,US,2022-01-25 10:09:03,64.5011,-165.4064,3.27,85,40,20.71
411,Mount Pleasant,US,2022-01-25 10:11:49,32.7941,-79.8626,46.99,87,0,1.99
412,Mareeba,AU,2022-01-25 10:11:49,-17.0,145.4333,76.44,95,100,2.42
413,Zhezkazgan,KZ,2022-01-25 10:11:49,47.8043,67.7144,13.98,73,0,8.95
414,Laurentides,CA,2022-01-25 10:11:50,46.4334,-74.9826,2.98,99,100,1.45
415,Ibra,OM,2022-01-25 10:11:50,22.6906,58.5334,76.71,23,1,1.39
416,Corinto,GR,2022-01-25 10:11:50,37.9407,22.9573,43.63,83,94,11.34
417,Dandong,CN,2022-01-25 10:07:09,40.1292,124.3947,29.32,39,70,3.91
418,Charters Towers,AU,2022-01-25 10:11:51,-20.1,146.2667,73.09,92,100,10.33
419,Saint-Paul,RE,2022-01-25 10:11:51,-21.0096,55.2707,84.31,67,82,2.73
420,Padborg,DK,2022-01-25 10:11:52,54.8266,9.3625,44.1,94,96,12.66
421,Mahibadhoo,MV,2022-01-25 10:11:52,3.7833,72.9667,80.47,61,98,9.95
422,General Roca,AR,2022-01-25 10:11:52,-39.0333,-67.5833,59.4,42,1,2.93
423,Daru,PG,2022-01-25 10:11:53,-9.0763,143.2092,81.3,82,98,3.53
424,Opuwo,NA,2022-01-25 10:11:53,-18.0607,13.84,91.06,22,3,14.2
425,Castelo Do Piaui,BR,2022-01-25 10:11:54,-5.3222,-41.5525,73.74,81,88,2.91
426,Kaseda,JP,2022-01-25 10:11:54,31.4167,130.3167,46.85,65,5,12.48
427,Halifax,CA,2022-01-25 10:11:45,44.6453,-63.5724,28.22,89,100,3.0
428,Mongoumba,CF,2022-01-25 10:11:55,3.6415,18.5936,97.05,13,99,7.16
429,Shimoda,JP,2022-01-25 10:11:55,34.6667,138.95,40.1,89,100,10.45
430,Svetlogorsk,BY,2022-01-25 10:11:55,52.6333,29.7333,21.69,90,100,8.9
431,Nakamura,JP,2022-01-25 10:11:56,32.9833,132.9333,43.21,93,71,3.78
432,Nong Ki,TH,2022-01-25 10:11:56,14.6868,102.538,88.63,25,5,3.06
433,Inirida,CO,2022-01-25 10:11:57,3.8653,-67.9239,73.74,84,90,1.68
434,Lamar,US,2022-01-25 10:11:57,33.6668,-95.5836,46.06,100,75,8.05
435,Hirara,JP,2022-01-25 10:11:57,24.8,125.2833,69.66,71,22,14.54
436,Nizhniy Odes,RU,2022-01-25 10:11:58,63.6445,54.856,22.44,93,100,11.01
437,Bud,US,2022-01-25 10:11:58,39.447,-86.1758,21.24,81,23,10.04
438,Ilulissat,GL,2022-01-25 10:08:35,69.2167,-51.1,21.22,63,40,18.41
439,Camaqua,BR,2022-01-25 10:11:59,-30.8511,-51.8122,75.97,89,79,1.99
440,Tura,IN,2022-01-25 10:11:59,25.5198,90.2201,69.73,48,55,2.71
441,Mayachnyy,RU,2022-01-25 10:11:59,52.6839,55.685,10.11,88,82,4.36
442,Puyang,CN,2022-01-25 10:12:00,29.4603,119.8861,43.63,94,100,4.27
443,Yingcheng,CN,2022-01-25 10:12:00,30.95,113.55,44.94,75,100,1.32
444,Roald,NO,2022-01-25 10:12:01,62.5833,6.1333,39.25,81,75,8.05
445,Bilma,NE,2022-01-25 10:12:01,18.6853,12.9164,65.03,21,0,16.42
446,Balikpapan,ID,2022-01-25 10:10:43,-1.2675,116.8289,80.65,81,100,4.9
447,Blantyre,MW,2022-01-25 10:10:48,-15.785,35.0085,63.97,98,100,10.11
448,Minna,NG,2022-01-25 10:12:02,9.6139,6.5569,85.51,10,21,10.07
449,Salalah,OM,2022-01-25 10:12:02,17.0151,54.0924,82.49,18,0,14.97
450,Brigantine,US,2022-01-25 10:12:03,39.4101,-74.3646,40.05,72,40,6.91
451,Kerman,IR,2022-01-25 10:12:03,30.2832,57.0788,52.45,21,0,2.06
452,Langsa,ID,2022-01-25 10:12:03,4.4683,97.9683,76.8,90,98,1.83
453,North Platte,US,2022-01-25 10:07:23,41.1239,-100.7654,25.0,91,100,1.99
454,Broome,US,2022-01-25 10:12:04,42.2506,-75.833,28.0,77,100,3.0
455,Beipiao,CN,2022-01-25 10:12:04,41.7919,120.7792,23.49,41,1,5.44
456,Ponta Delgada,PT,2022-01-25 10:13:05,37.7333,-25.6667,58.5,82,20,6.91
457,Santona,ES,2022-01-25 10:13:05,43.4439,-3.4576,52.92,63,0,2.71
458,Sayyan,YE,2022-01-25 10:13:05,15.1718,44.3244,66.74,11,88,8.61
459,Staffanstorp,SE,2022-01-25 10:13:06,55.6428,13.2064,43.84,85,75,12.66
460,Nago,JP,2022-01-25 10:13:06,26.5881,127.9761,66.27,70,91,12.19
461,Los Llanos De Aridane,ES,2022-01-25 10:13:07,28.6585,-17.9182,62.13,72,40,5.01
462,Alcains,PT,2022-01-25 10:13:07,39.9164,-7.4566,45.52,65,0,6.38
463,Zheleznodorozhnyy,RU,2022-01-25 10:13:07,55.7503,38.0042,18.12,92,87,6.98
464,Shache,CN,2022-01-25 10:13:08,38.4167,77.2406,38.39,32,0,6.13
465,Zelenets,RU,2022-01-25 10:13:08,61.8849,50.7489,19.42,86,100,11.99
466,El Dorado,US,2022-01-25 10:13:08,38.7666,-120.5177,45.37,56,1,1.99
467,Trairi,BR,2022-01-25 10:13:09,-3.2778,-39.2689,78.39,77,100,4.25
468,Jiuquan,CN,2022-01-25 10:13:09,39.7432,98.5174,26.08,34,100,5.06
469,Porto Walter,BR,2022-01-25 10:13:09,-8.2686,-72.7439,71.06,99,100,1.34
470,Zhigansk,RU,2022-01-25 10:13:10,66.7697,123.3711,-20.0,98,100,3.56
471,Saint-Pierre,RE,2022-01-25 10:13:10,-21.3393,55.4781,83.88,54,20,25.32
472,Odweyne,SO,2022-01-25 10:13:11,9.4092,45.064,81.28,24,27,19.66
473,Visby,SE,2022-01-25 10:13:11,57.6409,18.296,40.05,87,0,8.05
474,Snezhnogorsk,RU,2022-01-25 10:13:11,69.1933,33.2531,24.58,78,79,25.55
475,Preston,GB,2022-01-25 10:13:12,53.7667,-2.7167,36.73,89,100,3.44
476,Yulin,CN,2022-01-25 10:13:12,22.6333,110.15,72.68,67,58,4.54
477,Asau,RO,2022-01-25 10:13:12,46.4333,26.4,28.4,49,10,4.81
478,Antsohihy,MG,2022-01-25 10:13:13,-14.8796,47.9875,73.47,94,100,3.0
479,Shahrud,IR,2022-01-25 10:13:13,36.4182,54.9763,42.57,27,0,3.29
480,San Carlos,VE,2022-01-25 10:10:03,9.6612,-68.5827,69.37,78,78,2.93
481,Te Anau,NZ,2022-01-25 10:13:14,-45.4167,167.7167,52.63,90,76,2.37
482,Ocean City,US,2022-01-25 10:13:14,39.2776,-74.5746,40.01,71,94,1.99
483,Alekseyevsk,RU,2022-01-25 10:13:14,57.8406,108.3492,0.36,99,100,3.15
484,Bikaner,IN,2022-01-25 10:13:15,28.0167,73.3,65.93,27,0,6.67
485,Ierapetra,GR,2022-01-25 10:13:15,35.01,25.7353,44.78,76,81,15.01
486,Mayor Pablo Lagerenza,PY,2022-01-25 10:13:15,-19.9309,-60.7718,76.42,68,100,4.54
487,Ilo,PE,2022-01-25 10:13:16,-17.6394,-71.3375,69.62,85,100,7.16
488,Kalachinsk,RU,2022-01-25 10:13:16,55.0529,74.5751,12.58,90,100,8.86
489,Muzhi,RU,2022-01-25 10:13:17,65.3667,64.6667,11.71,94,100,10.58
490,Morondava,MG,2022-01-25 10:13:17,-20.2833,44.2833,86.68,61,100,8.01
491,Zeya,RU,2022-01-25 10:13:17,53.75,127.2667,-5.46,99,11,2.86
492,Sao Gotardo,BR,2022-01-25 10:13:18,-19.3111,-46.0489,64.62,93,99,2.91
493,Vila Do Maio,CV,2022-01-25 10:13:18,15.1333,-23.2167,77.79,76,54,19.26
494,Cap Malheureux,MU,2022-01-25 10:13:19,-19.9842,57.6142,84.47,51,49,8.01
495,Tselinnoye,RU,2022-01-25 10:13:19,53.0833,85.6667,2.52,96,100,3.94
496,Lac-Megantic,CA,2022-01-25 10:13:19,45.5834,-70.8823,15.21,96,100,3.22
497,Sunbury,AU,2022-01-25 10:13:20,-37.5833,144.7333,82.22,65,0,1.99
498,Covington,US,2022-01-25 10:13:20,39.0837,-84.5086,28.33,79,100,4.0
499,Lufilufi,WS,2022-01-25 10:13:20,-13.8745,-171.5986,76.78,75,100,4.85
500,Puerto Escondido,MX,2022-01-25 10:14:21,15.85,-97.0667,73.98,67,2,6.96
501,Massena,US,2022-01-25 10:14:21,44.9281,-74.8919,13.71,78,100,6.91
502,Vostok,RU,2022-01-25 10:14:21,46.4856,135.8833,-1.8,99,100,3.22
503,Anshun,CN,2022-01-25 10:14:22,26.25,105.9333,45.36,98,100,6.42
504,Bambanglipuro,ID,2022-01-25 10:14:22,-7.95,110.2833,66.6,80,90,10.78
505,Shumskiy,RU,2022-01-25 10:14:23,54.8318,99.1328,7.16,98,97,1.81
506,Kupang,ID,2022-01-25 10:14:23,-10.1667,123.5833,82.98,83,40,9.22
507,Thung Song,TH,2022-01-25 10:14:24,8.1645,99.6804,85.51,57,75,8.39
508,Nara,JP,2022-01-25 10:14:24,34.6851,135.8049,45.68,47,97,2.46
509,Verkhnevilyuysk,RU,2022-01-25 10:14:25,63.4453,120.3167,-25.64,100,57,3.67
510,Namtsy,RU,2022-01-25 10:14:25,62.7161,129.6658,-29.09,100,98,2.24
511,Ilhabela,BR,2022-01-25 10:14:25,-23.7781,-45.3581,77.05,86,98,0.65
512,Mount Isa,AU,2022-01-25 10:14:26,-20.7333,139.5,78.57,94,100,1.14
513,Petropavlovsk-Kamchatskiy,RU,2022-01-25 10:14:26,53.0452,158.6483,4.78,71,41,6.46
514,Richards Bay,ZA,2022-01-25 10:14:26,-28.783,32.0377,87.4,50,0,8.86
515,Tilichiki,RU,2022-01-25 10:14:27,60.4667,166.1,-20.78,92,11,7.18
516,Vila Franca Do Campo,PT,2022-01-25 10:14:27,37.7167,-25.4333,58.19,82,70,6.15
517,San Cristobal,VE,2022-01-25 10:14:28,7.7669,-72.225,68.18,93,73,0.69
518,Awbari,LY,2022-01-25 10:14:28,26.5921,12.7805,53.76,39,0,8.05
519,Wadena,US,2022-01-25 10:14:28,46.4425,-95.1361,-14.91,76,0,5.75
520,Gurupa,BR,2022-01-25 10:14:29,-1.405,-51.64,72.28,95,99,2.01
521,Dingle,PH,2022-01-25 10:14:29,10.9995,122.6711,74.93,95,100,9.51
522,Kapit,MY,2022-01-25 10:14:29,2.0167,112.9333,79.2,86,100,2.46
523,Contai,IN,2022-01-25 10:14:30,21.7786,87.7536,76.06,53,4,8.12
524,Mapimi,MX,2022-01-25 10:14:30,25.8167,-103.85,43.18,51,0,3.53
525,Cangzhou,CN,2022-01-25 10:14:30,38.3167,116.8667,32.68,60,6,5.12
526,Havre-Saint-Pierre,CA,2022-01-25 10:14:31,50.2334,-63.5986,5.59,84,0,4.61
527,Dicabisagan,PH,2022-01-25 10:14:31,17.0818,122.4157,75.7,84,38,7.49
528,Meerbusch,DE,2022-01-25 10:14:31,51.2833,6.6667,41.22,82,100,1.99
529,Wamba,NG,2022-01-25 10:14:32,8.9333,8.6,89.8,10,3,3.96
530,Victoria,HK,2022-01-25 10:11:40,22.2855,114.1577,70.18,87,51,5.01
531,Diu,IN,2022-01-25 10:14:32,20.7141,70.9822,74.88,29,0,7.83
532,Kampot,KH,2022-01-25 10:14:33,10.6167,104.1833,84.25,66,45,5.99
533,Dong Hoi,VN,2022-01-25 10:14:33,17.4833,106.6,73.33,88,48,3.06
534,Rantepao,ID,2022-01-25 10:14:33,-2.9701,119.8978,72.5,91,99,0.89
535,Bazarnyye Mataki,RU,2022-01-25 10:14:34,54.8833,49.9333,10.29,91,36,6.26
536,Conceicao Do Araguaia,BR,2022-01-25 10:12:46,-8.2578,-49.2647,71.65,95,17,2.75
537,Drayton Valley,CA,2022-01-25 10:14:34,53.2168,-114.9854,19.63,95,66,6.62
538,Kpandu,GH,2022-01-25 10:14:35,6.9954,0.2931,86.41,21,18,1.41
539,Killybegs,IE,2022-01-25 10:14:35,54.6333,-8.45,44.46,82,38,6.78
540,Baijiantan,CN,2022-01-25 10:14:35,45.6333,85.1833,14.49,84,100,3.2
541,Yoichi,JP,2022-01-25 10:14:36,43.2039,140.7703,23.77,72,89,2.26
542,Kuliyapitiya,LK,2022-01-25 10:14:36,7.4688,80.0401,85.12,53,97,8.25
543,Champasak,LA,2022-01-25 10:14:37,14.75,106.0,90.28,29,7,3.33
544,Chimbote,PE,2022-01-25 10:14:37,-9.0853,-78.5783,69.94,87,100,5.28
545,Husavik,IS,2022-01-25 10:14:37,66.0449,-17.3389,40.91,69,60,26.64
546,Yukamenskoye,RU,2022-01-25 10:14:38,57.8865,52.2416,13.93,90,53,8.79
547,Poya,NC,2022-01-25 10:15:38,-21.35,165.15,76.71,77,84,4.61
548,Faya,SA,2022-01-25 10:15:39,18.3851,42.4509,75.31,34,5,4.81
549,Rio Grande,BR,2022-01-25 10:15:39,-32.035,-52.0986,74.95,92,77,3.74
550,Altay,CN,2022-01-25 10:15:39,47.8667,88.1167,2.98,75,82,4.97
551,Kangaatsiaq,GL,2022-01-25 10:15:40,68.3065,-53.4641,15.93,85,100,19.73
552,Kommunisticheskiy,RU,2022-01-25 10:15:40,61.6789,64.4819,13.01,95,100,6.22
553,Ibicarai,BR,2022-01-25 10:15:41,-14.865,-39.5875,75.18,96,96,0.98
554,Fare,PF,2022-01-25 10:15:41,-16.7,-151.0167,80.44,77,100,8.77
555,Chavakkad,IN,2022-01-25 10:15:42,10.5333,76.05,86.07,65,49,13.82
556,San Quintin,MX,2022-01-25 10:15:42,30.4833,-115.95,56.16,75,4,4.54
557,Busayra,JO,2022-01-25 10:15:42,30.7376,35.6078,43.36,62,11,4.25
558,Ceyhan,TR,2022-01-25 10:15:43,37.0247,35.8175,44.44,55,100,7.92
559,Gazojak,TM,2022-01-25 10:15:43,41.1875,61.4036,33.78,72,2,8.97
560,Tamiahua,MX,2022-01-25 10:15:43,21.2667,-97.45,63.93,94,42,2.82
561,Selaphum,TH,2022-01-25 10:15:44,16.0299,103.9383,92.01,25,0,4.09
562,Wewak,PG,2022-01-25 10:15:44,-3.5534,143.6268,80.56,80,100,5.14
563,Sorland,NO,2022-01-25 10:15:44,67.667,12.6934,31.86,61,100,28.03
564,Williston,US,2022-01-25 10:15:45,48.147,-103.618,0.91,91,86,4.56
565,Cookeville,US,2022-01-25 10:15:02,36.1628,-85.5016,42.64,84,100,4.61
566,Jalu,LY,2022-01-25 10:15:45,29.0331,21.5482,56.16,55,49,12.73
567,Bonavista,CA,2022-01-25 10:15:46,48.6499,-53.1147,32.11,90,85,22.93
